date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,population
2020-03-08,2,2,0.29,0,0,37457976
2020-03-09,2,0,0.29,0,0,37457976
2020-03-10,2,0,0.29,0,0,37457976
2020-03-11,2,0,0.29,0,0,37457976
2020-03-12,2,0,0.29,0,0,37457976
2020-03-13,2,0,0.29,0,0,37457976
2020-03-14,2,0,0.29,0,0,37457976
2020-03-15,17,15,2.14,1,1,37457976
2020-03-16,17,0,2.14,1,0,37457976
2020-03-17,17,0,2.14,1,0,37457976
2020-03-18,17,0,2.14,1,0,37457976
2020-03-19,17,0,2.14,1,0,37457976
2020-03-20,17,0,2.14,1,0,37457976
2020-03-21,17,0,2.14,1,0,37457976
2020-03-22,96,79,11.29,3,2,37457976
2020-03-23,96,0,11.29,3,0,37457976
2020-03-24,96,0,11.29,3,0,37457976
2020-03-25,96,0,11.29,3,0,37457976
2020-03-26,96,0,11.29,3,0,37457976
2020-03-27,96,0,11.29,3,0,37457976
2020-03-28,96,0,11.29,3,0,37457976
2020-03-29,390,294,42.0,25,22,37457976
2020-03-30,390,0,42.0,25,0,37457976
2020-03-31,390,0,42.0,25,0,37457976
2020-04-01,390,0,42.0,25,0,37457976
2020-04-02,390,0,42.0,25,0,37457976
2020-04-03,390,0,42.0,25,0,37457976
2020-04-04,390,0,42.0,25,0,37457976
2020-04-05,919,529,75.57,59,34,37457976
2020-04-06,919,0,75.57,59,0,37457976
2020-04-07,919,0,75.57,59,0,37457976
2020-04-08,919,0,75.57,59,0,37457976
2020-04-09,919,0,75.57,59,0,37457976
2020-04-10,919,0,75.57,59,0,37457976
2020-04-11,919,0,75.57,59,0,37457976
2020-04-12,1545,626,89.43,111,52,37457976
2020-04-13,1545,0,89.43,111,0,37457976
2020-04-14,1545,0,89.43,111,0,37457976
2020-04-15,1545,0,89.43,111,0,37457976
2020-04-16,1545,0,89.43,111,0,37457976
2020-04-17,1545,0,89.43,111,0,37457976
2020-04-18,1545,0,89.43,111,0,37457976
2020-04-19,2685,1140,162.86,137,26,37457976
2020-04-20,2685,0,162.86,137,0,37457976
2020-04-21,2685,0,162.86,137,0,37457976
2020-04-22,2685,0,162.86,137,0,37457976
2020-04-23,2685,0,162.86,137,0,37457976
2020-04-24,2685,0,162.86,137,0,37457976
2020-04-25,2685,0,162.86,137,0,37457976
2020-04-26,3897,1212,173.14,159,22,37457976
2020-04-27,3897,0,173.14,159,0,37457976
2020-04-28,3897,0,173.14,159,0,37457976
2020-04-29,3897,0,173.14,159,0,37457976
2020-04-30,3897,0,173.14,159,0,37457976
2020-05-01,3897,0,173.14,159,0,37457976
2020-05-02,3897,0,173.14,159,0,37457976
2020-05-03,4729,832,118.86,173,14,37457976
2020-05-04,4729,0,118.86,173,0,37457976
2020-05-05,4729,0,118.86,173,0,37457976
2020-05-06,4729,0,118.86,173,0,37457976
2020-05-07,4729,0,118.86,173,0,37457976
2020-05-08,4729,0,118.86,173,0,37457976
2020-05-09,4729,0,118.86,173,0,37457976
2020-05-10,5910,1181,168.71,186,13,37457976
2020-05-11,5910,0,168.71,186,0,37457976
2020-05-12,5910,0,168.71,186,0,37457976
2020-05-13,5910,0,168.71,186,0,37457976
2020-05-14,5910,0,168.71,186,0,37457976
2020-05-15,5910,0,168.71,186,0,37457976
2020-05-16,5910,0,168.71,186,0,37457976
2020-05-17,6741,831,118.71,192,6,37457976
2020-05-18,6741,0,118.71,192,0,37457976
2020-05-19,6741,0,118.71,192,0,37457976
2020-05-20,6741,0,118.71,192,0,37457976
2020-05-21,6741,0,118.71,192,0,37457976
2020-05-22,6741,0,118.71,192,0,37457976
2020-05-23,6741,0,118.71,192,0,37457976
2020-05-24,7406,665,95.0,198,6,37457976
2020-05-25,7406,0,95.0,198,0,37457976
2020-05-26,7406,0,95.0,198,0,37457976
2020-05-27,7406,0,95.0,198,0,37457976
2020-05-28,7406,0,95.0,198,0,37457976
2020-05-29,7406,0,95.0,198,0,37457976
2020-05-30,7406,0,95.0,198,0,37457976
2020-05-31,7780,374,53.43,204,6,37457976
2020-06-01,7780,0,53.43,204,0,37457976
2020-06-02,7780,0,53.43,204,0,37457976
2020-06-03,7780,0,53.43,204,0,37457976
2020-06-04,7780,0,53.43,204,0,37457976
2020-06-05,7780,0,53.43,204,0,37457976
2020-06-06,7780,0,53.43,204,0,37457976
2020-06-07,8151,371,53.0,208,4,37457976
2020-06-08,8151,0,53.0,208,0,37457976
2020-06-09,8151,0,53.0,208,0,37457976
2020-06-10,8151,0,53.0,208,0,37457976
2020-06-11,8151,0,53.0,208,0,37457976
2020-06-12,8151,0,53.0,208,0,37457976
2020-06-13,8151,0,53.0,208,0,37457976
2020-06-14,8692,541,77.29,212,4,37457976
2020-06-15,8692,0,77.29,212,0,37457976
2020-06-16,8692,0,77.29,212,0,37457976
2020-06-17,8692,0,77.29,212,0,37457976
2020-06-18,8692,0,77.29,212,0,37457976
2020-06-19,8692,0,77.29,212,0,37457976
2020-06-20,8692,0,77.29,212,0,37457976
2020-06-21,9839,1147,163.86,213,1,37457976
2020-06-22,9839,0,163.86,213,0,37457976
2020-06-23,9839,0,163.86,213,0,37457976
2020-06-24,9839,0,163.86,213,0,37457976
2020-06-25,9839,0,163.86,213,0,37457976
2020-06-26,9839,0,163.86,213,0,37457976
2020-06-27,9839,0,163.86,213,0,37457976
2020-06-28,11877,2038,291.14,220,7,37457976
2020-06-29,11877,0,291.14,220,0,37457976
2020-06-30,11877,0,291.14,220,0,37457976
2020-07-01,11877,0,291.14,220,0,37457976
2020-07-02,11877,0,291.14,220,0,37457976
2020-07-03,11877,0,291.14,220,0,37457976
2020-07-04,11877,0,291.14,220,0,37457976
2020-07-05,13822,1945,277.86,232,12,37457976
2020-07-06,13822,0,277.86,232,0,37457976
2020-07-07,13822,0,277.86,232,0,37457976
2020-07-08,13822,0,277.86,232,0,37457976
2020-07-09,13822,0,277.86,232,0,37457976
2020-07-10,13822,0,277.86,232,0,37457976
2020-07-11,13822,0,277.86,232,0,37457976
2020-07-12,15542,1720,245.71,245,13,37457976
2020-07-13,15542,0,245.71,245,0,37457976
2020-07-14,15542,0,245.71,245,0,37457976
2020-07-15,15542,0,245.71,245,0,37457976
2020-07-16,15542,0,245.71,245,0,37457976
2020-07-17,15542,0,245.71,245,0,37457976
2020-07-18,15542,0,245.71,245,0,37457976
2020-07-19,17015,1473,210.43,269,24,37457976
2020-07-20,17015,0,210.43,269,0,37457976
2020-07-21,17015,0,210.43,269,0,37457976
2020-07-22,17015,0,210.43,269,0,37457976
2020-07-23,17015,0,210.43,269,0,37457976
2020-07-24,17015,0,210.43,269,0,37457976
2020-07-25,17015,0,210.43,269,0,37457976
2020-07-26,19645,2630,375.71,305,36,37457976
2020-07-27,19645,0,375.71,305,0,37457976
2020-07-28,19645,0,375.71,305,0,37457976
2020-07-29,19645,0,375.71,305,0,37457976
2020-07-30,19645,0,375.71,305,0,37457976
2020-07-31,19645,0,375.71,305,0,37457976
2020-08-01,19645,0,375.71,305,0,37457976
2020-08-02,25051,5406,772.29,367,62,37457976
2020-08-03,25051,0,772.29,367,0,37457976
2020-08-04,25051,0,772.29,367,0,37457976
2020-08-05,25051,0,772.29,367,0,37457976
2020-08-06,25051,0,772.29,367,0,37457976
2020-08-07,25051,0,772.29,367,0,37457976
2020-08-08,25051,0,772.29,367,0,37457976
2020-08-09,32007,6956,993.71,480,113,37457976
2020-08-10,32007,0,993.71,480,0,37457976
2020-08-11,32007,0,993.71,480,0,37457976
2020-08-12,32007,0,993.71,480,0,37457976
2020-08-13,32007,0,993.71,480,0,37457976
2020-08-14,32007,0,993.71,480,0,37457976
2020-08-15,32007,0,993.71,480,0,37457976
2020-08-16,41017,9010,1287.14,632,152,37457976
2020-08-17,41017,0,1287.14,632,0,37457976
2020-08-18,41017,0,1287.14,632,0,37457976
2020-08-19,41017,0,1287.14,632,0,37457976
2020-08-20,41017,0,1287.14,632,0,37457976
2020-08-21,41017,0,1287.14,632,0,37457976
2020-08-22,41017,0,1287.14,632,0,37457976
2020-08-23,50812,9795,1399.29,858,226,37457976
2020-08-24,50812,0,1399.29,858,0,37457976
2020-08-25,50812,0,1399.29,858,0,37457976
2020-08-26,50812,0,1399.29,858,0,37457976
2020-08-27,50812,0,1399.29,858,0,37457976
2020-08-28,50812,0,1399.29,858,0,37457976
2020-08-29,50812,0,1399.29,858,0,37457976
2020-08-30,60056,9244,1320.57,1078,220,37457976
2020-08-31,60056,0,1320.57,1078,0,37457976
2020-09-01,60056,0,1320.57,1078,0,37457976
2020-09-02,60056,0,1320.57,1078,0,37457976
2020-09-03,60056,0,1320.57,1078,0,37457976
2020-09-04,60056,0,1320.57,1078,0,37457976
2020-09-05,60056,0,1320.57,1078,0,37457976
2020-09-06,70160,10104,1443.43,1329,251,37457976
2020-09-07,70160,0,1443.43,1329,0,37457976
2020-09-08,70160,0,1443.43,1329,0,37457976
2020-09-09,70160,0,1443.43,1329,0,37457976
2020-09-10,70160,0,1443.43,1329,0,37457976
2020-09-11,70160,0,1443.43,1329,0,37457976
2020-09-12,70160,0,1443.43,1329,0,37457976
2020-09-13,84435,14275,2039.29,1553,224,37457976
2020-09-14,84435,0,2039.29,1553,0,37457976
2020-09-15,84435,0,2039.29,1553,0,37457976
2020-09-16,84435,0,2039.29,1553,0,37457976
2020-09-17,84435,0,2039.29,1553,0,37457976
2020-09-18,84435,0,2039.29,1553,0,37457976
2020-09-19,84435,0,2039.29,1553,0,37457976
2020-09-20,99816,15381,2197.29,1795,242,37457976
2020-09-21,99816,0,2197.29,1795,0,37457976
2020-09-22,99816,0,2197.29,1795,0,37457976
2020-09-23,99816,0,2197.29,1795,0,37457976
2020-09-24,99816,0,2197.29,1795,0,37457976
2020-09-25,99816,0,2197.29,1795,0,37457976
2020-09-26,99816,0,2197.29,1795,0,37457976
2020-09-27,115241,15425,2203.57,2041,246,37457976
2020-09-28,115241,0,2203.57,2041,0,37457976
2020-09-29,115241,0,2203.57,2041,0,37457976
2020-09-30,115241,0,2203.57,2041,0,37457976
2020-10-01,115241,0,2203.57,2041,0,37457976
2020-10-02,115241,0,2203.57,2041,0,37457976
2020-10-03,115241,0,2203.57,2041,0,37457976
2020-10-04,131228,15987,2283.86,2293,252,37457976
2020-10-05,131228,0,2283.86,2293,0,37457976
2020-10-06,131228,0,2283.86,2293,0,37457976
2020-10-07,131228,0,2283.86,2293,0,37457976
2020-10-08,131228,0,2283.86,2293,0,37457976
2020-10-09,131228,0,2283.86,2293,0,37457976
2020-10-10,131228,0,2283.86,2293,0,37457976
2020-10-11,149841,18613,2659.0,2572,279,37457976
2020-10-12,149841,0,2659.0,2572,0,37457976
2020-10-13,149841,0,2659.0,2572,0,37457976
2020-10-14,149841,0,2659.0,2572,0,37457976
2020-10-15,149841,0,2659.0,2572,0,37457976
2020-10-16,149841,0,2659.0,2572,0,37457976
2020-10-17,149841,0,2659.0,2572,0,37457976
2020-10-18,170911,21070,3010.0,2878,306,37457976
2020-10-19,170911,0,3010.0,2878,0,37457976
2020-10-20,170911,0,3010.0,2878,0,37457976
2020-10-21,170911,0,3010.0,2878,0,37457976
2020-10-22,170911,0,3010.0,2878,0,37457976
2020-10-23,170911,0,3010.0,2878,0,37457976
2020-10-24,170911,0,3010.0,2878,0,37457976
2020-10-25,194461,23550,3364.29,3255,377,37457976
2020-10-26,194461,0,3364.29,3255,0,37457976
2020-10-27,194461,0,3364.29,3255,0,37457976
2020-10-28,194461,0,3364.29,3255,0,37457976
2020-10-29,194461,0,3364.29,3255,0,37457976
2020-10-30,194461,0,3364.29,3255,0,37457976
2020-10-31,194461,0,3364.29,3255,0,37457976
2020-11-01,219084,24623,3517.57,3695,440,37457976
2020-11-02,219084,0,3517.57,3695,0,37457976
2020-11-03,219084,0,3517.57,3695,0,37457976
2020-11-04,219084,0,3517.57,3695,0,37457976
2020-11-05,219084,0,3517.57,3695,0,37457976
2020-11-06,219084,0,3517.57,3695,0,37457976
2020-11-07,219084,0,3517.57,3695,0,37457976
2020-11-08,252185,33101,4728.71,4197,502,37457976
2020-11-09,252185,0,4728.71,4197,0,37457976
2020-11-10,252185,0,4728.71,4197,0,37457976
2020-11-11,252185,0,4728.71,4197,0,37457976
2020-11-12,252185,0,4728.71,4197,0,37457976
2020-11-13,252185,0,4728.71,4197,0,37457976
2020-11-14,252185,0,4728.71,4197,0,37457976
2020-11-15,288211,36026,5146.57,4697,500,37457976
2020-11-16,288211,0,5146.57,4697,0,37457976
2020-11-17,288211,0,5146.57,4697,0,37457976
2020-11-18,288211,0,5146.57,4697,0,37457976
2020-11-19,288211,0,5146.57,4697,0,37457976
2020-11-20,288211,0,5146.57,4697,0,37457976
2020-11-21,288211,0,5146.57,4697,0,37457976
2020-11-22,320962,32751,4678.71,5256,559,37457976
2020-11-23,320962,0,4678.71,5256,0,37457976
2020-11-24,320962,0,4678.71,5256,0,37457976
2020-11-25,320962,0,4678.71,5256,0,37457976
2020-11-26,320962,0,4678.71,5256,0,37457976
2020-11-27,320962,0,4678.71,5256,0,37457976
2020-11-28,320962,0,4678.71,5256,0,37457976
2020-11-29,349688,28726,4103.71,5739,483,37457976
2020-11-30,349688,0,4103.71,5739,0,37457976
2020-12-01,349688,0,4103.71,5739,0,37457976
2020-12-02,349688,0,4103.71,5739,0,37457976
2020-12-03,349688,0,4103.71,5739,0,37457976
2020-12-04,349688,0,4103.71,5739,0,37457976
2020-12-05,349688,0,4103.71,5739,0,37457976
2020-12-06,376738,27050,3864.29,6184,445,37457976
2020-12-07,376738,0,3864.29,6184,0,37457976
2020-12-08,376738,0,3864.29,6184,0,37457976
2020-12-09,376738,0,3864.29,6184,0,37457976
2020-12-10,376738,0,3864.29,6184,0,37457976
2020-12-11,376738,0,3864.29,6184,0,37457976
2020-12-12,376738,0,3864.29,6184,0,37457976
2020-12-13,397597,20859,2979.86,6589,405,37457976
2020-12-14,397597,0,2979.86,6589,0,37457976
2020-12-15,397597,0,2979.86,6589,0,37457976
2020-12-16,397597,0,2979.86,6589,0,37457976
2020-12-17,397597,0,2979.86,6589,0,37457976
2020-12-18,397597,0,2979.86,6589,0,37457976
2020-12-19,397597,0,2979.86,6589,0,37457976
2020-12-20,415226,17629,2518.43,6909,320,37457976
2020-12-21,415226,0,2518.43,6909,0,37457976
2020-12-22,415226,0,2518.43,6909,0,37457976
2020-12-23,415226,0,2518.43,6909,0,37457976
2020-12-24,415226,0,2518.43,6909,0,37457976
2020-12-25,415226,0,2518.43,6909,0,37457976
2020-12-26,415226,0,2518.43,6909,0,37457976
2020-12-27,430562,15336,2190.86,7204,295,37457976
2020-12-28,430562,0,2190.86,7204,0,37457976
2020-12-29,430562,0,2190.86,7204,0,37457976
2020-12-30,430562,0,2190.86,7204,0,37457976
2020-12-31,430562,0,2190.86,7204,0,37457976
2021-01-01,430562,0,2190.86,7204,0,37457976
2021-01-02,430562,0,2190.86,7204,0,37457976
2021-01-03,442141,11579,1654.14,7452,248,37457976
2021-01-04,442141,0,1654.14,7452,0,37457976
2021-01-05,442141,0,1654.14,7452,0,37457976
2021-01-06,442141,0,1654.14,7452,0,37457976
2021-01-07,442141,0,1654.14,7452,0,37457976
2021-01-08,442141,0,1654.14,7452,0,37457976
2021-01-09,442141,0,1654.14,7452,0,37457976
2021-01-10,451637,9496,1356.57,7709,257,37457976
2021-01-11,451637,0,1356.57,7709,0,37457976
2021-01-12,451637,0,1356.57,7709,0,37457976
2021-01-13,451637,0,1356.57,7709,0,37457976
2021-01-14,451637,0,1356.57,7709,0,37457976
2021-01-15,451637,0,1356.57,7709,0,37457976
2021-01-16,451637,0,1356.57,7709,0,37457976
2021-01-17,458865,7228,1032.57,7911,202,37457976
2021-01-18,458865,0,1032.57,7911,0,37457976
2021-01-19,458865,0,1032.57,7911,0,37457976
2021-01-20,458865,0,1032.57,7911,0,37457976
2021-01-21,458865,0,1032.57,7911,0,37457976
2021-01-22,458865,0,1032.57,7911,0,37457976
2021-01-23,458865,0,1032.57,7911,0,37457976
2021-01-24,465769,6904,986.29,8128,217,37457976
2021-01-25,465769,0,986.29,8128,0,37457976
2021-01-26,465769,0,986.29,8128,0,37457976
2021-01-27,465769,0,986.29,8128,0,37457976
2021-01-28,465769,0,986.29,8128,0,37457976
2021-01-29,465769,0,986.29,8128,0,37457976
2021-01-30,465769,0,986.29,8128,0,37457976
2021-01-31,470691,4922,703.14,8259,131,37457976
2021-02-01,470691,0,703.14,8259,0,37457976
2021-02-02,470691,0,703.14,8259,0,37457976
2021-02-03,470691,0,703.14,8259,0,37457976
2021-02-04,470691,0,703.14,8259,0,37457976
2021-02-05,470691,0,703.14,8259,0,37457976
2021-02-06,470691,0,703.14,8259,0,37457976
2021-02-07,474966,4275,610.71,8381,122,37457976
2021-02-08,474966,0,610.71,8381,0,37457976
2021-02-09,474966,0,610.71,8381,0,37457976
2021-02-10,474966,0,610.71,8381,0,37457976
2021-02-11,474966,0,610.71,8381,0,37457976
2021-02-12,474966,0,610.71,8381,0,37457976
2021-02-13,474966,0,610.71,8381,0,37457976
2021-02-14,478135,3169,452.71,8460,79,37457976
2021-02-15,478135,0,452.71,8460,0,37457976
2021-02-16,478135,0,452.71,8460,0,37457976
2021-02-17,478135,0,452.71,8460,0,37457976
2021-02-18,478135,0,452.71,8460,0,37457976
2021-02-19,478135,0,452.71,8460,0,37457976
2021-02-20,478135,0,452.71,8460,0,37457976
2021-02-21,480948,2813,401.86,8548,88,37457976
2021-02-22,480948,0,401.86,8548,0,37457976
2021-02-23,480948,0,401.86,8548,0,37457976
2021-02-24,480948,0,401.86,8548,0,37457976
2021-02-25,480948,0,401.86,8548,0,37457976
2021-02-26,480948,0,401.86,8548,0,37457976
2021-02-27,480948,0,401.86,8548,0,37457976
2021-02-28,483410,2462,351.71,8615,67,37457976
2021-03-01,483410,0,351.71,8615,0,37457976
2021-03-02,483410,0,351.71,8615,0,37457976
2021-03-03,483410,0,351.71,8615,0,37457976
2021-03-04,483410,0,351.71,8615,0,37457976
2021-03-05,483410,0,351.71,8615,0,37457976
2021-03-06,483410,0,351.71,8615,0,37457976
2021-03-07,485974,2564,366.29,8676,61,37457976
2021-03-08,485974,0,366.29,8676,0,37457976
2021-03-09,485974,0,366.29,8676,0,37457976
2021-03-10,485974,0,366.29,8676,0,37457976
2021-03-11,485974,0,366.29,8676,0,37457976
2021-03-12,485974,0,366.29,8676,0,37457976
2021-03-13,485974,0,366.29,8676,0,37457976
2021-03-14,488632,2658,379.71,8718,42,37457976
2021-03-15,488632,0,379.71,8718,0,37457976
2021-03-16,488632,0,379.71,8718,0,37457976
2021-03-17,488632,0,379.71,8718,0,37457976
2021-03-18,488632,0,379.71,8718,0,37457976
2021-03-19,488632,0,379.71,8718,0,37457976
2021-03-20,488632,0,379.71,8718,0,37457976
2021-03-21,491463,2831,404.43,8763,45,37457976
2021-03-22,491463,0,404.43,8763,0,37457976
2021-03-23,491463,0,404.43,8763,0,37457976
2021-03-24,491463,0,404.43,8763,0,37457976
2021-03-25,491463,0,404.43,8763,0,37457976
2021-03-26,491463,0,404.43,8763,0,37457976
2021-03-27,491463,0,404.43,8763,0,37457976
2021-03-28,494358,2895,413.57,8798,35,37457976
2021-03-29,494358,0,413.57,8798,0,37457976
2021-03-30,494358,0,413.57,8798,0,37457976
2021-03-31,494358,0,413.57,8798,0,37457976
2021-04-01,494358,0,413.57,8798,0,37457976
2021-04-02,494358,0,413.57,8798,0,37457976
2021-04-03,494358,0,413.57,8798,0,37457976
2021-04-04,497832,3474,496.29,8842,44,37457976
2021-04-05,497832,0,496.29,8842,0,37457976
2021-04-06,497832,0,496.29,8842,0,37457976
2021-04-07,497832,0,496.29,8842,0,37457976
2021-04-08,497832,0,496.29,8842,0,37457976
2021-04-09,497832,0,496.29,8842,0,37457976
2021-04-10,497832,0,496.29,8842,0,37457976
2021-04-11,501688,3856,550.86,8891,49,37457976
2021-04-12,501688,0,550.86,8891,0,37457976
2021-04-13,501688,0,550.86,8891,0,37457976
2021-04-14,501688,0,550.86,8891,0,37457976
2021-04-15,501688,0,550.86,8891,0,37457976
2021-04-16,501688,0,550.86,8891,0,37457976
2021-04-17,501688,0,550.86,8891,0,37457976
2021-04-18,505447,3759,537.0,8944,53,37457976
2021-04-19,505447,0,537.0,8944,0,37457976
2021-04-20,505447,0,537.0,8944,0,37457976
2021-04-21,505447,0,537.0,8944,0,37457976
2021-04-22,505447,0,537.0,8944,0,37457976
2021-04-23,505447,0,537.0,8944,0,37457976
2021-04-24,505447,0,537.0,8944,0,37457976
2021-04-25,509037,3590,512.86,8988,44,37457976
